TIME,ALB,ARG,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,CMR,COL,CRI,CYP,CZE,DEU,DEW,DNK,EA19,ESP,EST,EU27_2020,FIN,FRA,GBR,GEO,GRC,HKG,HRV,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LTU,LUX,LVA,MAR,MDG,MEX,MKD,MLT,NLD,NOR,NZL,OECD,OECDE,POL,PRT,ROU,RUS,SAU,SEN,SGP,SRB,SVK,SVN,SWE,TUR,USA,ZAF,ZMB
1989-11-30,,,298495563083.3333,137266010166.66667,173078031166.66666,,,536410572083.33325,176563802416.66666,57124585083.333336,1027754778916.6666,,119234274000.0,,,,1407156242666.6667,1236685700000.0,88768387666.66667,,490686446333.3333,,,86032868333.33333,956500552583.3334,931431237416.6666,,130047024416.66667,,,,,938472631666.6666,42594171083.333336,5320169333.333333,65117791083.333336,993393966666.6666,2244988228500.0,311572751083.3333,,10359248500.0,,,,571134293583.3334,,,263529862500.00003,73754769500.0,47902696583.333336,17098858077833.334,,,108181805333.33333,,,462025836500.0,,,,,,166377626666.66666,401894196583.3333,5607818166666.667,249158787416.66666,
1989-12-31,,,299886891000.0,138114602000.0,174093405000.0,,,539084221999.99994,177714039000.0,57748446000.0,1034355175000.0,,119941139000.0,,,,1415865451000.0,1244310092000.0,89094274000.0,,494063991000.0,,,86641577000.0,962741065000.0,936261168000.0,,130842463000.0,,,,,945702666000.0,42918191000.0,5338054000.0,65353191000.0,999160918000.0,2260605047000.0,314225056000.0,,10467055000.0,,,,574798441000.0,,,265264226000.00003,74048574000.0,48086185000.0,17203150914000.0,,,109053791000.0,,,463506168000.0,,,,,,167250261000.0,403243723000.0,5641580000000.0,250415665000.0,
1990-01-31,,,300263727500.0,139064329083.33334,175108685083.33334,,,540842609916.6666,178832972250.0,58113190916.666664,1041000094000.0,,123739226583.33333,,,,1426714576166.6667,1253797323750.0,89485828250.0,,497220348916.6667,,,86962056750.0,968177918750.0,939775698833.3334,,131250618416.66667,,,,,953081822083.3334,43366213500.0,5360102333.333333,65970362583.333336,1003993060083.3334,2277117769833.3335,317888561750.0,,10547846750.0,,,,579110082000.0,,,267051011583.33337,74403263833.33333,48198003166.666664,17302040233750.0,,,109766433333.33333,,,468241633583.3333,,,,,,167881108583.33334,407728001666.6667,5668377000000.0,251243006583.33334,
1990-02-28,,,300640564000.0,140014056166.66666,176123965166.66666,,,542600997833.33325,179951905500.0,58477935833.333336,1047645013000.0,,127537314166.66667,,,,1437563701333.3333,1263284555500.0,89877382500.0,,500376706833.3333,,,87282536500.0,973614772500.0,943290229666.6666,,131658773833.33334,,,,,960460978166.6666,43814236000.0,5382150666.666667,66587534166.666664,1008825202166.6666,2293630492666.6665,321552067500.0,,10628638500.0,,,,583421723000.0,,,268837797166.6667,74757953666.66667,48309821333.333336,17400929553500.0,,,110479075666.66667,,,472977099166.6667,,,,,,168511956166.66666,412212280333.3333,5695174000000.0,252070348166.66666,
1990-03-31,,,301017400500.0,140963783250.0,177139245250.0,,,544359385749.99994,181070838750.0,58842680750.0,1054289932000.0,,131335401750.0,,,,1448412826500.0,1272771787250.0,90268936750.0,,503533064750.0,,,87603016250.0,979051626250.0,946804760500.0,,132066929250.0,,,,,967840134250.0,44262258500.0,5404199000.0,67204705750.0,1013657344250.0,2310143215500.0,325215573250.0,,10709430250.0,,,,587733364000.0,,,270624582750.00003,75112643500.0,48421639500.0,17499818873250.0,,,111191718000.0,,,477712564750.0,,,,,,169142803750.0,416696559000.0,5721971000000.0,252897689750.0,
1990-04-30,,,301394237000.0,141913510333.33334,178154525333.33334,,,546117773666.6666,182189772000.0,59207425666.666664,1060934851000.0,,135133489333.33333,,,,1459261951666.6667,1282259019000.0,90660491000.0,,506689422666.6666,,,87923496000.0,984488480000.0,950319291333.3334,,132475084666.66667,,,,,975219290333.3334,44710281000.0,5426247333.333333,67821877333.333336,1018489486333.3333,2326655938333.3335,328879079000.0,,10790222000.0,,,,592045005000.0,,,272411368333.33334,75467333333.33333,48533457666.666664,17598708193000.0,,,111904360333.33333,,,482448030333.3333,,,,,,169773651333.33334,421180837666.6667,5748768000000.0,253725031333.33334,
1990-05-31,,,301771073500.0,142863237416.66666,179169805416.66666,,,547876161583.3333,183308705250.0,59572170583.333336,1067579770000.0,,138931576916.66666,,,,1470111076833.3333,1291746250750.0,91052045250.0,,509845780583.3333,,,88243975750.0,989925333750.0,953833822166.6666,,132883240083.33334,,,,,982598446416.6666,45158303500.0,5448295666.666667,68439048916.666664,1023321628416.6666,2343168661166.6665,332542584750.0,,10871013750.0,,,,596356646000.0,,,274198153916.6667,75822023166.66667,48645275833.333336,17697597512750.0,,,112617002666.66667,,,487183495916.6667,,,,,,170404498916.66666,425665116333.3333,5775565000000.0,254552372916.66666,
1990-06-30,,,302147910000.0,143812964500.0,180185085500.0,,,549634549500.0,184427638500.0,59936915500.0,1074224689000.0,,142729664500.0,,,,1480960202000.0,1301233482500.0,91443599500.0,,513002138500.0,,,88564455500.0,995362187500.0,957348353000.0,,133291395500.0,,,,,989977602500.0,45606326000.0,5470344000.0,69056220500.0,1028153770500.0,2359681384000.0,336206090500.0,,10951805500.0,,,,600668287000.0,,,275984939500.0,76176713000.0,48757094000.0,17796486832500.0,,,113329645000.0,,,491918961500.0,,,,,,171035346500.0,430149395000.0,5802362000000.0,255379714500.0,
1990-07-31,,,302524746500.0,144762691583.33334,181200365583.33334,,,551392937416.6666,185546571750.0,60301660416.666664,1080869608000.0,,146527752083.33334,,,,1491809327166.6667,1310720714250.0,91835153750.0,,516158496416.6666,,,88884935250.0,1000799041250.0,960862883833.3334,,133699550916.66667,,,,,997356758583.3334,46054348500.0,5492392333.333333,69673392083.33333,1032985912583.3333,2376194106833.3335,339869596250.0,,11032597250.0,,,,604979928000.0,,,277771725083.3334,76531402833.33333,48868912166.666664,17895376152250.0,,,114042287333.33333,,,496654427083.3333,,,,,,171666194083.33334,434633673666.6667,5829159000000.0,256207056083.33334,
1990-08-31,,,302901583000.0,145712418666.66666,182215645666.66666,,,553151325333.3333,186665505000.0,60666405333.333336,1087514527000.0,,150325839666.66666,,,,1502658452333.3333,1320207946000.0,92226708000.0,,519314854333.3333,,,89205415000.0,1006235895000.0,964377414666.6666,,134107706333.33334,,,,,1004735914666.6666,46502371000.0,5514440666.666667,70290563666.66667,1037818054666.6666,2392706829666.6665,343533102000.0,,11113389000.0,,,,609291569000.0,,,279558510666.6667,76886092666.66667,48980730333.333336,17994265472000.0,,,114754929666.66667,,,501389892666.6667,,,,,,172297041666.66666,439117952333.3333,5855956000000.0,257034397666.66666,
1990-09-30,,,303278419500.0,146662145750.0,183230925750.0,,,554909713250.0,187784438250.0,61031150250.0,1094159446000.0,,154123927250.0,,,,1513507577500.0,1329695177750.0,92618262250.0,,522471212249.99994,,,89525894750.0,1011672748750.0,967891945500.0,,134515861750.00002,,,,,1012115070750.0,46950393500.0,5536489000.0,70907735250.0,1042650196749.9999,2409219552500.0,347196607750.0,,11194180750.0,,,,613603210000.0,,,281345296250.0,77240782500.0,49092548500.0,18093154791750.0,,,115467572000.0,,,506125358250.0,,,,,,172927889250.0,443602231000.0,5882753000000.0,257861739250.0,
1990-10-31,,,303655256000.0,147611872833.33334,184246205833.33334,,,556668101166.6666,188903371500.0,61395895166.666664,1100804365000.0,,157922014833.33334,,,,1524356702666.6667,1339182409500.0,93009816500.0,,525627570166.6666,,,89846374500.0,1017109602500.0,971406476333.3334,,134924017166.66669,,,,,1019494226833.3334,47398416000.0,5558537333.333333,71524906833.33333,1047482338833.3333,2425732275333.3335,350860113500.0,,11274972500.0,,,,617914851000.0,,,283132081833.3333,77595472333.33333,49204366666.666664,18192044111500.0,,,116180214333.33333,,,510860823833.3333,,,,,,173558736833.33334,448086509666.6667,5909550000000.0,258689080833.33334,
1990-11-30,,,304032092500.0,148561599916.66666,185261485916.66666,,,558426489083.3334,190022304750.0,61760640083.333336,1107449284000.0,,161720102416.6667,,,,1535205827833.3333,1348669641250.0,93401370750.0,,528783928083.33325,,,90166854250.0,1022546456250.0,974921007166.6666,,135332172583.33334,,,,,1026873382916.6666,47846438500.0,5580585666.666667,72142078416.66667,1052314480916.6665,2442244998166.6665,354523619250.0,,11355764250.0,,,,622226492000.0,,,284918867416.6667,77950162166.66667,49316184833.333336,18290933431250.0,,,116892856666.66667,,,515596289416.6667,,,,,,174189584416.66666,452570788333.3333,5936347000000.0,259516422416.66666,
1990-12-31,,,304408929000.0,149511327000.0,186276766000.0,,,560184877000.0,191141238000.0,62125385000.0,1114094203000.0,,165518190000.0,,,131494049000.0,1546054953000.0,1358156873000.0,93792925000.0,,531940285999.99994,,,90487334000.0,1027983310000.0,978435538000.0,,135740328000.00002,104107366000.0,,,,1034252539000.0,48294461000.0,5602634000.0,72759250000.0,1057146622999.9999,2458757721000.0,358187125000.0,,11436556000.0,,,,626538133000.0,,,286705653000.0,78304852000.0,49428003000.0,18389822751000.0,,235988163000.0,117605499000.0,,,520331755000.0,,72561281000.0,,,24737520000.0,174820432000.0,457055067000.0,5963144000000.0,260343764000.0,
1991-01-31,,,305223269166.6667,150375973000.0,187095891000.0,,,560756792583.3334,191529091416.66666,62727027166.666664,1126124062583.3333,,166382374750.0,,,130548829333.33333,1557215887000.0,1367895200166.6667,94169857166.66667,,534606132083.33325,,,90283463916.66667,1031808593166.6666,980263039583.3334,,136485383833.33334,104912170166.66667,,,,1038108863916.6666,48510846666.666664,5617344083.333333,73448592833.33333,1061526941333.3333,2473150203583.3335,362522474750.0,,11553954833.333334,,,,630582857583.3334,,,288116073166.6667,78733604250.0,49540882833.333336,18465851804000.0,,235226890500.0,118379508916.66667,,,528525754333.3333,,73183877666.66667,,,24617557000.0,175140503833.33334,458707967583.3333,5979392750000.0,260848566000.0,
1991-02-28,,,306037609333.3333,151240619000.0,187915016000.0,,,561328708166.6666,191916944833.33334,63328669333.333336,1138153922166.6667,,167246559500.0,,,129603609666.66667,1568376821000.0,1377633527333.3333,94546789333.33333,,537271978166.6666,,,90079593833.33333,1035633876333.3334,982090541166.6666,,137230439666.66669,105716974333.33333,,,,1041965188833.3334,48727232333.333336,5632054166.666667,74137935666.66667,1065907259666.6665,2487542686166.6665,366857824500.0,,11671353666.666666,,,,634627582166.6666,,,289526493333.3333,79162356500.0,49653762666.666664,18541880857000.0,,234465618000.0,119153518833.33333,,,536719753666.6667,,73806474333.33333,,,24497594000.0,175460575666.66666,460360868166.6667,5995641500000.0,261353368000.0,
1991-03-31,,,306851949500.0,152105265000.0,188734141000.0,,,561900623750.0,192304798250.0,63930311500.0,1150183781750.0,,168110744250.0,,,128658390000.0,1579537755000.0,1387371854500.0,94923721500.0,,539937824249.99994,,,89875723750.0,1039459159500.0,983918042750.0,,137975495500.0,106521778500.0,,,,1045821513750.0,48943618000.0,5646764250.0,74827278500.0,1070287577999.9999,2501935168750.0,371193174250.0,,11788752500.0,,,,638672306750.0,,,290936913500.0,79591108750.0,49766642500.0,18617909910000.0,,233704345500.0,119927528750.0,,,544913753000.0,,74429071000.0,,,24377631000.0,175780647500.0,462013768750.0,6011890250000.0,261858170000.0,
1991-04-30,,,307666289666.6667,152969911000.0,189553266000.0,,,562472539333.3334,192692651666.66666,64531953666.666664,1162213641333.3333,,168974929000.0,,,127713170333.33333,1590698689000.0,1397110181666.6667,95300653666.66667,,542603670333.3333,,,89671853666.66667,1043284442666.6667,985745544333.3334,,138720551333.33334,107326582666.66667,,,,1049677838666.6667,49160003666.666664,5661474333.333333,75516621333.33333,1074667896333.3333,2516327651333.3335,375528524000.0,,11906151333.333334,,,,642717031333.3334,,,292347333666.6667,80019861000.0,49879522333.333336,18693938963000.0,,232943073000.0,120701538666.66667,,,553107752333.3334,,75051667666.66667,,,24257668000.0,176100719333.33334,463666669333.3333,6028139000000.0,262362972000.0,
1991-05-31,,,308480629833.3333,153834557000.0,190372391000.0,,,563044454916.6666,193080505083.33334,65133595833.333336,1174243500916.6667,,169839113750.0,,,126767950666.66667,1601859623000.0,1406848508833.3333,95677585833.33333,,545269516416.6666,,,89467983583.33333,1047109725833.3334,987573045916.6666,,139465607166.6667,108131386833.33333,,,,1053534163583.3334,49376389333.333336,5676184416.666667,76205964166.66667,1079048214666.6666,2530720133916.6665,379863873750.0,,12023550166.666666,,,,646761755916.6666,,,293757753833.3333,80448613250.0,49992402166.666664,18769968016000.0,,232181800500.0,121475548583.33333,,,561301751666.6666,,75674264333.33333,,,24137705000.0,176420791166.66666,465319569916.6667,6044387750000.0,262867774000.0,
1991-06-30,,,309294970000.0,154699203000.0,191191516000.0,,,563616370500.0,193468358500.0,65735238000.0,1186273360500.0,,170703298500.0,,,125822731000.0,1613020557000.0,1416586836000.0,96054518000.0,,547935362500.0,,,89264113500.0,1050935009000.0,989400547500.0,,140210663000.0,108936191000.0,,,,1057390488500.0,49592775000.0,5690894500.0,76895307000.0,1083428533000.0,2545112616500.0,384199223500.0,,12140949000.0,,,,650806480500.0,,,295168174000.0,80877365500.0,50105282000.0,18845997069000.0,,231420528000.0,122249558500.0,,,569495751000.0,,76296861000.0,,,24017742000.0,176740863000.0,466972470500.0,6060636500000.0,263372576000.0,
1991-07-31,,,310109310166.6667,155563849000.0,192010641000.0,,,564188286083.3334,193856211916.66666,66336880166.666664,1198303220083.3333,,171567483250.0,,,124877511333.33333,1624181491000.0,1426325163166.6667,96431450166.66667,,550601208583.3333,,,89060243416.66667,1054760292166.6667,991228049083.3334,,140955718833.33334,109740995166.66667,,,,1061246813416.6667,49809160666.666664,5705604583.333333,77584649833.33333,1087808851333.3333,2559505099083.3335,388534573250.0,,12258347833.333334,,,,654851205083.3334,,,296578594166.6667,81306117750.0,50218161833.333336,18922026122000.0,,230659255500.0,123023568416.66667,,,577689750333.3334,,76919457666.66667,,,23897779000.0,177060934833.33334,468625371083.3333,6076885250000.0,263877377999.99997,
1991-08-31,,,310923650333.3333,156428495000.0,192829766000.0,,,564760201666.6666,194244065333.33334,66938522333.333336,1210333079666.6667,,172431668000.0,,,123932291666.66667,1635342425000.0,1436063490333.3333,96808382333.33333,,553267054666.6666,,,88856373333.33333,1058585575333.3334,993055550666.6666,,141700774666.6667,110545799333.33333,,,,1065103138333.3334,50025546333.333336,5720314666.666667,78273992666.66667,1092189169666.6666,2573897581666.6665,392869923000.0,,12375746666.666666,,,,658895929666.6666,,,297989014333.3333,81734870000.0,50331041666.666664,18998055175000.0,,229897983000.0,123797578333.33333,,,585883749666.6666,,77542054333.33333,,,23777816000.0,177381006666.66666,470278271666.6667,6093134000000.0,264382179999.99997,
1991-09-30,,,311737990500.0,157293141000.0,193648891000.0,,,565332117250.0,194631918750.0,67540164500.0,1222362939250.0,,173295852750.0,,,122987072000.0,1646503359000.0,1445801817500.0,97185314500.0,,555932900750.0,,,88652503250.0,1062410858500.0001,994883052250.0,,142445830500.0,111350603500.0,,,,1068959463250.0001,50241932000.0,5735024750.0,78963335500.0,1096569488000.0,2588290064250.0,397205272750.0,,12493145500.0,,,,662940654250.0,,,299399434500.0,82163622250.0,50443921500.0,19074084228000.0,,229136710500.0,124571588250.0,,,594077749000.0,,78164651000.0,,,23657853000.0,177701078500.0,471931172250.0,6109382750000.0,264886981999.99997,
1991-10-31,,,312552330666.6667,158157787000.0,194468016000.0,,,565904032833.3334,195019772166.66666,68141806666.666664,1234392798833.3333,,174160037500.0,,,122041852333.33333,1657664293000.0,1455540144666.6667,97562246666.66667,,558598746833.3334,,,88448633166.66667,1066236141666.6667,996710553833.3334,,143190886333.33334,112155407666.66667,,,,1072815788166.6667,50458317666.666664,5749734833.333333,79652678333.33333,1100949806333.3333,2602682546833.3335,401540622500.0,,12610544333.333334,,,,666985378833.3334,,,300809854666.6667,82592374500.0,50556801333.333336,19150113281000.0,,228375438000.0,125345598166.66667,,,602271748333.3334,,78787247666.66667,,,23537890000.0,178021150333.33334,473584072833.3333,6125631500000.0,265391783999.99997,
1991-11-30,,,313366670833.3333,159022433000.0,195287141000.0,,,566475948416.6666,195407625583.33334,68743448833.33333,1246422658416.6667,,175024222250.0,,,121096632666.66667,1668825227000.0,1465278471833.3333,97939178833.33333,,561264592916.6666,,,88244763083.33333,1070061424833.3335,998538055416.6666,,143935942166.66666,112960211833.33333,,,,1076672113083.3335,50674703333.333336,5764444916.666667,80342021166.66667,1105330124666.6667,2617075029416.6665,405875972250.0,,12727943166.666666,,,,671030103416.6666,,,302220274833.3333,83021126750.0,50669681166.666664,19226142334000.0,,227614165500.0,126119608083.33333,,,610465747666.6666,,79409844333.33333,,,23417927000.0,178341222166.66666,475236973416.6667,6141880250000.0,265896585999.99997,
1991-12-31,,,314181011000.0,159887079000.0,196106266000.0,,,567047864000.0,195795479000.0,69345091000.0,1258452518000.0,,175888407000.0,17045939999.999998,,120151413000.0,1679986161000.0,1475016799000.0,98316111000.0,,563930439000.0,,,88040893000.0,1073886708000.0001,1000365557000.0,,144680998000.0,113765016000.0,,86364427000.0,,1080528438000.0001,50891089000.0,5779155000.0,81031364000.0,1109710443000.0,2631467512000.0,410211322000.0,,12845342000.0,,,,675074828000.0,,,303630695000.0,83449879000.0,50782561000.0,19302171387000.0,,226852893000.0,126893618000.0,,,618659747000.0,,80032441000.0,,,23297964000.0,178661294000.0,476889874000.0,6158129000000.0,266401387999.99997,
1992-01-31,,,315903394833.3333,160476015833.33334,196734533083.33334,,,568559843666.6666,196160014500.0,70202470166.66667,1276099821250.0,,176870605833.33334,17211991666.666664,,120327717666.66667,1685930251416.6667,1475016799000.0,98666814250.0,,565448024750.0,,,87960861416.66667,1077389996750.0001,1002607320333.3334,,145042081166.66666,114585634500.0,,86302885666.66667,,1087629531500.0001,51132752750.0,5773511250.0,81721143750.0,1112606971250.0,2638484803583.3335,413157601750.0,,12889658833.333334,,,,678444724000.0,,,304648836666.6667,83862596250.0,50935011166.666664,19376608828916.668,,227769985166.66666,127252432500.0,,,621937192333.3334,,80637355000.0,,,23233714083.333332,178824160916.66666,480227870666.6667,6188312166666.667,266393699833.3333,
1992-02-29,,,317625778666.6667,161064952666.66666,197362800166.66666,,,570071823333.3334,196524550000.0,71059849333.33333,1293747124500.0,,177852804666.66666,17378043333.333332,,120504022333.33333,1691874341833.3333,1475016799000.0,99017517500.0,,566965610500.0,,,87880829833.33333,1080893285500.0001,1004849083666.6666,,145403164333.33334,115406253000.0,,86241344333.33333,,1094730625000.0001,51374416500.0,5767867500.0,82410923500.0,1115503499500.0,2645502095166.6665,416103881500.0,,12933975666.666666,,,,681814620000.0,,,305666978333.3333,84275313500.0,51087461333.333336,19451046270833.332,,228687077333.33334,127611247000.0,,,625214637666.6666,,81242269000.0,,,23169464166.666668,178987027833.33334,483565867333.3333,6218495333333.333,266386011666.66663,
1992-03-31,,,319348162500.0,161653889500.0,197991067250.0,,,571583803000.0,196889085500.0,71917228500.0,1311394427750.0,,178835003500.0,17544095000.0,,120680327000.0,1697818432250.0,1475016799000.0,99368220750.0,,568483196250.0,,,87800798250.0,1084396574250.0001,1007090847000.0,,145764247500.0,116226871500.0,,86179803000.0,,1101831718500.0,51616080250.0,5762223750.0,83100703250.0,1118400027750.0,2652519386750.0,419050161250.0,,12978292500.0,,,,685184516000.0,,,306685120000.0,84688030750.0,51239911500.0,19525483712750.0,,229604169500.0,127970061500.0,,,628492083000.0,,81847183000.0,,,23105214250.0,179149894750.0,486903864000.0,6248678500000.0,266378323499.99997,
1992-04-30,,,321070546333.3333,162242826333.33334,198619334333.33334,,,573095782666.6666,197253621000.0,72774607666.66667,1329041731000.0,,179817202333.33334,17710146666.666664,,120856631666.66667,1703762522666.6667,1475016799000.0,99718924000.0,,570000782000.0,,,87720766666.66667,1087899863000.0001,1009332610333.3334,,146125330666.66666,117047490000.0,,86118261666.66667,,1108932812000.0,51857744000.0,5756580000.0,83790483000.0,1121296556000.0,2659536678333.3335,421996441000.0,,13022609333.333334,,,,688554412000.0,,,307703261666.6667,85100748000.0,51392361666.666664,19599921154666.668,,230521261666.66666,128328876000.0,,,631769528333.3334,,82452097000.0,,,23040964333.333332,179312761666.66666,490241860666.6667,6278861666666.667,266370635333.3333,
1992-05-31,,,322792930166.6667,162831763166.66666,199247601416.66666,,,574607762333.3334,197618156500.0,73631986833.33333,1346689034250.0,,180799401166.66666,17876198333.333332,,121032936333.33333,1709706613083.3333,1475016799000.0,100069627250.0,,571518367750.0,,,87640735083.33333,1091403151750.0001,1011574373666.6666,,146486413833.33334,117868108500.0,,86056720333.33333,,1116033905500.0,52099407750.0,5750936250.0,84480262750.0,1124193084250.0,2666553969916.6665,424942720750.0,,13066926166.666666,,,,691924308000.0,,,308721403333.3333,85513465250.0,51544811833.333336,19674358596583.332,,231438353833.33334,128687690500.0,,,635046973666.6666,,83057011000.0,,,22976714416.666668,179475628583.33334,493579857333.3333,6309044833333.333,266362947166.66666,
1992-06-30,,,324515314000.0,163420700000.0,199875868500.0,,,576119742000.0,197982692000.0,74489366000.0,1364336337500.0,,181781600000.0,18042250000.0,,121209241000.0,1715650703500.0,1475016799000.0,100420330500.0,,573035953500.0,,,87560703500.0,1094906440500.0,1013816137000.0,,146847497000.0,118688727000.0,,85995179000.0,,1123134999000.0,52341071500.0,5745292500.0,85170042500.0,1127089612500.0,2673571261500.0,427889000500.0,,13111243000.0,,,,695294204000.0,,,309739545000.0,85926182500.0,51697262000.0,19748796038500.0,,232355446000.0,129046505000.0,,,638324419000.0,,83661925000.0,,,22912464500.0,179638495500.0,496917854000.0,6339228000000.0,266355259000.0,
1992-07-31,,,326237697833.3333,164009636833.33334,200504135583.33334,,,577631721666.6666,198347227500.0,75346745166.66667,1381983640750.0,,182763798833.33334,18208301666.666664,,121385545666.66667,1721594793916.6667,1475016799000.0,100771033750.0,,574553539250.0,,,87480671916.66667,1098409729250.0,1016057900333.3334,,147208580166.66666,119509345500.0,,85933637666.66667,,1130236092500.0,52582735250.0,5739648750.0,85859822250.0,1129986140750.0,2680588553083.3335,430835280250.0,,13155559833.333334,,,,698664100000.0,,,310757686666.6667,86338899750.0,51849712166.666664,19823233480416.668,,233272538166.66666,129405319500.0,,,641601864333.3334,,84266839000.0,,,22848214583.333332,179801362416.66666,500255850666.6667,6369411166666.667,266347570833.3333,
1992-08-31,,,327960081666.6667,164598573666.66666,201132402666.66666,,,579143701333.3334,198711763000.0,76204124333.33333,1399630944000.0,,183745997666.66666,18374353333.333332,,121561850333.33333,1727538884333.3333,1475016799000.0,101121737000.0,,576071125000.0,,,87400640333.33333,1101913018000.0,1018299663666.6666,,147569663333.33334,120329964000.0,,85872096333.33333,,1137337186000.0,52824399000.0,5734005000.0,86549602000.0,1132882669000.0,2687605844666.6665,433781560000.0,,13199876666.666666,,,,702033996000.0,,,311775828333.3333,86751617000.0,52002162333.333336,19897670922333.332,,234189630333.33334,129764134000.0,,,644879309666.6666,,84871753000.0,,,22783964666.666668,179964229333.33334,503593847333.3333,6399594333333.333,266339882666.66666,
1992-09-30,,,329682465500.0,165187510500.0,201760669750.0,,,580655681000.0,199076298500.0,77061503500.0,1417278247250.0,,184728196500.0,18540405000.0,,121738155000.0,1733482974750.0,1475016799000.0,101472440250.0,,577588710750.0,,,87320608750.0,1105416306750.0,1020541427000.0,,147930746500.0,121150582500.0,,85810555000.0,,1144438279500.0,53066062750.0,5728361250.0,87239381750.0,1135779197250.0,2694623136250.0,436727839750.0,,13244193500.0,,,,705403892000.0,,,312793970000.0,87164334250.0,52154612500.0,19972108364250.0,,235106722500.0,130122948500.0,,,648156755000.0,,85476667000.0,,,22719714750.0,180127096250.0,506931844000.0,6429777500000.0,266332194500.0,
1992-10-31,,,331404849333.3333,165776447333.33334,202388936833.33334,,,582167660666.6666,199440834000.0,77918882666.66667,1434925550500.0,,185710395333.33334,18706456666.666668,,121914459666.66667,1739427065166.6667,1475016799000.0,101823143500.0,,579106296500.0,,,87240577166.66667,1108919595500.0,1022783190333.3334,,148291829666.66666,121971201000.0,,85749013666.66667,,1151539373000.0,53307726500.0,5722717500.0,87929161500.0,1138675725500.0,2701640427833.3335,439674119500.0,,13288510333.333334,,,,708773788000.0,,,313812111666.6667,87577051500.0,52307062666.666664,20046545806166.668,,236023814666.66666,130481763000.0,,,651434200333.3334,,86081581000.0,,,22655464833.333332,180289963166.66666,510269840666.6667,6459960666666.667,266324506333.3333,
1992-11-30,,,333127233166.6667,166365384166.66666,203017203916.66666,,,583679640333.3334,199805369500.0,78776261833.33333,1452572853750.0,,186692594166.66666,18872508333.333332,,122090764333.33333,1745371155583.3333,1475016799000.0,102173846750.0,,580623882250.0,,,87160545583.33333,1112422884250.0,1025024953666.6666,,148652912833.33334,122791819500.0,,85687472333.33333,,1158640466500.0,53549390250.0,5717073750.0,88618941250.0,1141572253750.0,2708657719416.6665,442620399250.0,,13332827166.666666,,,,712143684000.0,,,314830253333.3333,87989768750.0,52459512833.333336,20120983248083.332,,236940906833.33334,130840577500.0,,,654711645666.6666,,86686495000.0,,,22591214916.666668,180452830083.33334,513607837333.3333,6490143833333.333,266316818166.66666,
1992-12-31,,,334849617000.0,166954321000.0,203645471000.0,,,585191620000.0,200169905000.0,79633641000.0,1470220157000.0,,187674793000.0,19038560000.0,,122267069000.0,1751315246000.0,1475016799000.0,102524550000.0,,582141468000.0,,,87080514000.0,1115926173000.0,1027266717000.0,,149013996000.0,123612438000.0,,85625931000.0,,1165741560000.0,53791054000.0,5711430000.0,89308721000.0,1144468782000.0,2715675011000.0,445566679000.0,,13377144000.0,,,,715513580000.0,,,315848395000.0,88402486000.0,52611963000.0,20195420690000.0,,237857999000.0,131199392000.0,,,657989091000.0,,87291409000.0,,38140540000.0,22526965000.0,180615697000.0,516945834000.0,6520327000000.0,266309130000.0,
1993-01-31,,,336608606083.3333,167359134416.66666,203880624916.66666,,,587675888916.6666,200543783833.33334,80265547250.0,1490537611666.6667,,188962379250.0,19191435750.0,,122515037916.66667,1753315152666.6667,1475016799000.0,102727999583.33333,,582779105250.0,,,87203344750.0,1117531962583.3333,1031477814666.6666,,149104945916.66666,124510530500.0,,85752983583.33333,,1172768772166.6667,54020866000.0,5729111250.0,89798778500.0,1145896810583.3333,2719975361000.0,449060973333.3333,,13451504750.0,,,,719096204916.6666,,,316811144333.3333,88791675250.0,52962246666.666664,20260383694750.0,,239086389000.0,131229855333.33333,,,658523384416.6666,,88317201083.33333,,38277742166.666664,22626105250.0,180654192333.33334,521513482583.3333,6548513000000.0,267115420583.33334,
1993-02-28,,,338367595166.6667,167763947833.33334,204115778833.33334,,,590160157833.3334,200917662666.66666,80897453500.0,1510855066333.3333,,190249965500.0,19344311500.0,,122763006833.33333,1755315059333.3333,1475016799000.0,102931449166.66667,,583416742500.0,,,87326175500.0,1119137752166.6667,1035688912333.3334,,149195895833.33334,125408623000.0,,85880036166.66667,,1179795984333.3333,54250678000.0,5746792500.0,90288836000.0,1147324839166.6667,2724275711000.0,452555267666.6667,,13525865500.0,,,,722678829833.3334,,,317773893666.6667,89180864500.0,53312530333.333336,20325346699500.0,,240314779000.0,131260318666.66666,,,659057677833.3334,,89342993166.66667,,38414944333.333336,22725245500.0,180692687666.66666,526081131166.6667,6576699000000.0,267921711166.66666,
